Student_ID,Python,Java,C++,JavaScript,HTML,CSS,React,Node.js,SQL,Database Design,Machine Learning,Deep Learning,Data Analytics,Excel,Cloud Computing,Linux,Networking,Cyber Security,Git,UI/UX Design,Career
S0259,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Full Stack Developer
S0260,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,Full Stack Developer
S0261,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,Full Stack Developer
S0262,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Full Stack Developer
S0263,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,Full Stack Developer
S0264,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,Full Stack Developer
S0265,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Frontend Developer
S0266,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Frontend Developer
S0267,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Frontend Developer
S0268,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Frontend Developer
S0269,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Frontend Developer
S0270,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Frontend Developer
S0271,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Frontend Developer
S0272,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,Frontend Developer
S0273,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Frontend Developer
S0274,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Frontend Developer
S0275,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Frontend Developer
S0276,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,Frontend Developer
S0277,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Frontend Developer
S0278,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,Frontend Developer
S0279,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,Frontend Developer
S0280,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Frontend Developer
S0281,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Frontend Developer
S0282,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,Frontend Developer
S0283,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,Frontend Developer
S0284,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,Frontend Developer
S0285,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,Frontend Developer
S0286,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Frontend Developer
S0287,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Frontend Developer
S0288,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,Frontend Developer
S0289,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Frontend Developer
S0290,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,Frontend Developer
S0291,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Frontend Developer
S0292,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,Frontend Developer
S0293,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Frontend Developer
S0294,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,Frontend Developer
S0295,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Frontend Developer
S0296,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,Frontend Developer
S0297,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Frontend Developer
S0298,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Frontend Developer
S0299,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Frontend Developer
S0300,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,Frontend Developer
S0301,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Frontend Developer
S0302,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Frontend Developer
S0303,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Frontend Developer
S0304,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Frontend Developer
S0305,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,Frontend Developer
S0306,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Frontend Developer
S0307,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Frontend Developer
S0308,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,Frontend Developer
S0309,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,Frontend Developer
S0310,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Frontend Developer
S0311,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,Frontend Developer
S0312,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,Frontend Developer
S0313,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Frontend Developer
S0314,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,Frontend Developer
S0315,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Frontend Developer
S0316,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,Frontend Developer
S0317,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Frontend Developer
S0318,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Frontend Developer
S0319,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Frontend Developer
S0320,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,Frontend Developer
S0321,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Frontend Developer
S0322,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Frontend Developer
S0323,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Frontend Developer
S0324,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,Frontend Developer
S0325,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,Frontend Developer
S0326,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Frontend Developer
S0327,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Frontend Developer
S0328,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,Frontend Developer
S0329,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,Frontend Developer
S0330,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,Frontend Developer
S0331,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,Backend Developer
S0332,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,Backend Developer
S0333,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,Backend Developer
S0334,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Backend Developer
S0335,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,Backend Developer
S0336,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,Backend Developer
S0337,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,Backend Developer
S0338,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Backend Developer
S0339,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Backend Developer
S0340,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Backend Developer
S0341,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,Backend Developer
S0342,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Backend Developer
S0343,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,Backend Developer
S0344,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,Backend Developer
S0345,1,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,Backend Developer
S0346,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,Backend Developer
S0347,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Backend Developer
S0348,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,Backend Developer
S0349,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,Backend Developer
S0350,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Backend Developer
S0351,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,Backend Developer
S0352,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,Backend Developer
S0353,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Backend Developer
S0354,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,Backend Developer
S0355,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,Backend Developer
S0356,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,Backend Developer
S0357,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,Backend Developer
S0358,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,Backend Developer
S0359,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Backend Developer
S0360,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,Backend Developer
S0361,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,Backend Developer
S0362,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,Backend Developer
S0363,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,Backend Developer
S0364,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,Backend Developer
S0365,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,Backend Developer
S0366,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Backend Developer
S0367,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,Backend Developer
S0368,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,Backend Developer
S0369,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,Backend Developer
S0370,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,Backend Developer
S0371,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,Backend Developer
S0372,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,Backend Developer
S0373,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,Backend Developer
S0374,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,Backend Developer
S0375,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,Backend Developer
S0376,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,Backend Developer
S0377,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,Backend Developer
S0378,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Backend Developer
S0379,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,Backend Developer
S0380,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,Backend Developer
S0381,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,Backend Developer
S0382,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Backend Developer
S0383,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,Backend Developer
S0384,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,Backend Developer
S0385,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Backend Developer
S0386,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,Backend Developer
S0387,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,Backend Developer
S0388,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,Backend Developer
S0389,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Backend Developer
S0390,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,Backend Developer
S0391,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Backend Developer
S0392,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,Backend Developer
S0393,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,Backend Developer
S0394,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,Backend Developer
S0395,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Backend Developer
S0396,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,Backend Developer
S0397,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Software Developer
S0398,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Software Developer
S0399,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Software Developer
S0400,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Software Developer
S0401,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Software Developer
S0402,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Software Developer
S0403,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Software Developer
S0404,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,Software Developer
S0405,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Software Developer
S0406,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Software Developer
S0407,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Software Developer
S0408,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Software Developer
S0409,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Software Developer
S0410,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,Software Developer
S0411,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Software Developer
S0412,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Software Developer
S0413,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Software Developer
S0414,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Software Developer
S0415,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Software Developer
S0416,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Software Developer
S0417,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Software Developer
S0418,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,Software Developer
S0419,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Software Developer
S0420,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Software Developer
S0421,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,Software Developer
S0422,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Software Developer
S0423,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Software Developer
S0424,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Software Developer
S0425,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Software Developer
S0426,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Software Developer
S0427,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Software Developer
S0428,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Software Developer
S0429,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Software Developer
S0430,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Software Developer
S0431,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,Software Developer
S0432,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Software Developer
S0433,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Software Developer
S0434,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Software Developer
S0435,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,Software Developer
S0436,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Software Developer
S0437,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Software Developer
S0438,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Software Developer
S0439,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Software Developer
S0440,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,Software Developer
S0441,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Software Developer
S0442,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Software Developer
S0443,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Software Developer
S0444,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Software Developer
S0445,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Software Developer
S0446,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Software Developer
S0447,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Software Developer
S0448,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Software Developer
S0449,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Software Developer
S0450,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Software Developer
S0451,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Software Developer
S0452,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Software Developer
S0453,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,Software Developer
S0454,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Software Developer
S0455,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Software Developer
S0456,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Software Developer
S0457,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Software Developer
S0458,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Software Developer
S0459,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Software Developer
S0460,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Software Developer
S0461,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Software Developer
S0462,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Software Developer
S0463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,Cloud Engineer
S0464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Cloud Engineer
S0465,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,Cloud Engineer
S0466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,Cloud Engineer
S0467,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,Cloud Engineer
S0468,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,Cloud Engineer
S0469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,Cloud Engineer
S0470,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,Cloud Engineer
S0471,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,Cloud Engineer
S0472,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,Cloud Engineer
S0473,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,Cloud Engineer
S0474,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,Cloud Engineer
S0475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Cloud Engineer
S0476,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,Cloud Engineer
S0477,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,Cloud Engineer
S0478,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,Cloud Engineer
S0479,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,Cloud Engineer
S0480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,Cloud Engineer
S0481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Cloud Engineer
S0482,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,Cloud Engineer
S0483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,Cloud Engineer
S0484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,Cloud Engineer
S0485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Cloud Engineer
S0486,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,Cloud Engineer
S0487,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,Cloud Engineer
S0488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,Cloud Engineer
S0489,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,Cloud Engineer
S0490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Cloud Engineer
S0491,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Cloud Engineer
S0492,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,Cloud Engineer
S0493,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Cloud Engineer
S0494,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,Cloud Engineer
S0495,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,Cloud Engineer
S0496,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,Cloud Engineer
S0497,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,Cloud Engineer
S0498,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,Cloud Engineer
S0499,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,Cloud Engineer
S0500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,Cloud Engineer
S0501,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,Cloud Engineer
S0502,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Cloud Engineer
S0503,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,Cloud Engineer
S0504,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,Cloud Engineer
S0505,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,Cloud Engineer
S0506,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,Cloud Engineer
S0507,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Cloud Engineer
S0508,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,Cloud Engineer
S0509,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,Cloud Engineer
S0510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,Cloud Engineer
S0511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,Cloud Engineer
S0512,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,Cloud Engineer
S0513,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,Cloud Engineer
S0514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Cloud Engineer
S0515,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,Cloud Engineer
S0516,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,Cloud Engineer
S0517,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,Cloud Engineer
S0518,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,Cloud Engineer
S0519,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,Cloud Engineer
S0520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,Cloud Engineer
S0521,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,Cloud Engineer
S0522,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,Cloud Engineer
S0523,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,Cloud Engineer
S0524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Cloud Engineer
S0525,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,Cloud Engineer
S0526,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,Cloud Engineer
S0527,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,Cloud Engineer
